Row ID,MASTER ID,Date,Cap time,Release Time,Run #,Observer (Marking),Observer (Data),Fence Observer(s),Pond #,Trap #,Direction of Travel,REC/CAP,1st Capture of Year,Season First Captured,prob with season first cap,Age,Sex,Gravid?,MS222?,%,Volume disp,Weight,TL,SVL_1stMeasurement,SVL_2ndMeasurement,SVL_3rdMeasurement,Toe Clip,Vial #,Mark Start,Mark End,VIE Combo,Marking Method (PIT VIA VIE),New VIE Combo,Code,New PIT code,Batch Mark,New Batch Mark,Camera ID (initials),Corrected Photo Filename,Camera Photo File,Photo file names updated,Anesthesia Start,Anesthesia End,H2O time,Recovery time,Marks or Abnormalities,Comments,Proofed,Annotations from Proofing,Night
1640,810,12/31/2015,7:21:00 AM,8:50,3,VHP,VHP,STW,5,128,Out,REC,N,6,No,A,U,N,Yes,1%,5.6,5.53,110.8,60.6,,,Yes,F15-0156,7:50,8:15,BPXP,PIT/VIE,No,5D09467,No,,No,,,101-0935:0939,5D09467_BPXP_12-31-15,7:59,8:04,8:04,8:40,Right back foot bifercated.,Photomatched to BPXP on 11-2-15.,Yes,,75
1641,308,1/15/2016,7:53:00 AM,8:20,2,VHP,VHP,VHP,4,61,IN,REC,N,3,No,A,U,N,No,,5.2,5.42,117.4,65.3,,,Yes,F15-0157,8:02,8:17,BPPX,PIT/VIE,No,BAF1945,No,,No,,,101-0940:0943,BAF1945_BPPX_1-15-16,,,,,,,Yes,,82
1642,308,1/21/2016,8:52:00 PM,21:35,1,VHP,VHP,VHP,4,62.5,Out,REC,N,3,No,A,U,N,No,,5,5.22,115.4,62.8,,,No,,21:15,21:28,BPPX,PIT/VIE,No,BAF1945,No,,No,,,101-0944:0947,BPPX_BAF1945_1-21-16,,,,,TAIL DAMAGED,CAUGHT SWIMMING ALONG FENCE,Yes,,87
1643,783,1/21/2016,10:54:00 PM,0:40,2,VHP,VHP,VHP,5,134,Out,REC,N,6,No,A,U,N,No,,3.8,3.53,97.1,50.2,,,Yes,F15-0158,0:10,0:29,,PIT,No,BAF1971,No,XXOX,No,,,101-0947:0951,BAF1971_1-26-16,,,,,,,Yes,,87
1644,,1/26/2016,,,2,VHP,VHP,VHP,53,4,Out,CAP,Y,6,No,A,U,,No,,,,,,,,No,,,,,,No,,No,,No,,,,,,,,,,"RELEASED DURING VERY INTENSE RAIN STORM, NO MARK GIVEN. STW",Yes,,73
1645,657,1/22/2016,7:02:00 AM,7:40,3,STW,TCA,"STW, TCA",4,28,Out,REC,N,5,No,A,U,N,No,,3.2,3.44,101.1,54.8,,,No,,7:33,7:39,,PIT,No,BAF19BB,No,XOXX,No,,,101-0952:0955,BAF19BB_1-22-16,,,,,,,Yes,,87
1646,858,11/8/2015,11:30:00 PM,3:10,2,APU,STW,STW,5,125,IN,CAP,Y,6,No,A,F,Y,No,,5,4.32,103.8,61,,,Yes,F15-0101,1:33,1:45,PXBP,VIE,No,,No,,No,,,101-0321:0325,PXBP_11-08-15,,,,,,Chytrid sample EAF-15-002 A/B,Yes,,28
1647,311,2/19/2016,7:09:00 AM,8:05,2,TCA,TCA,"TCA, VHP",5,115,IN,REC,N,3,No,A,F,N,No,,3.9,4.14,73.5,58.9,,,Yes,F15-0159,7:45,7:55,,PIT/VIE,No,BAF1970,No,PXXX,No,,,101-0956-0960,BAF1970_2-19-16,,,,,,Tail somewhat recently chewed off,Yes,,102
1648,692,3/7/2016,7:00:00 PM,20:07,1,TCA,TCA,TCA,5,112,Out,REC,N,5,No,A,F,N,No,,5.6,5.73,100.2,58.2,,,Yes,F15-0160,19:51,19:58,XOGY,PIT/VIE,No,BAF19C5,No,,No,,,101-0961-0964,BAF19C5_XOGY_3-7-16,,,,,,"Read as XXGG, Originally XOGY",Yes,,110
1649,692,3/8/2016,7:02:00 PM,21:00,1,VHP,VHP,VHP,5,111,IN,REC,N,5,No,A,F,N,No,,5.6,5.35,100.2,60.9,,,No,,20:45,20:55,XOGY,PIT/VIE,No,BAF19C5,No,,No,,,VP 1-4,BAF19C5_XOGY_3-8-16,,,,,,"Underneath trap, photos on Vivian's phone. Updated photo files.",Yes,,111
1650,818,3/10/2016,6:27:00 PM,20:20,1,TCA,TCA,TCA,5,111,IN,REC,N,6,No,A,F,N,Yes,1%,3.6,3.67,104.6,59,,,Yes,F15-0161,19:36,19:43,BGPX,PIT/VIE,No,5D0944E,No,,No,,,IMG_0481-0484 (TCA),5D0944E_BGPX_3-10-16,19:31,19:36,19:43,20:13,back left toes bifurcated,Gave PIT. Photo's on TCA phone.,Yes,,113
1651,842,3/17/2016,11:30:00 PM,0:48,2,VHP,VHP,VHP,5,116,Out,REC,N,6,No,A,U,N,No,,4.2,4.56,101.4,65.3,,,Yes,F15-0171,0:23,0:39,,PIT,No,5D0948F,No,,No,,,101:0969-0972,5D0948F_3-17-16,,,,,,,Yes,,117
1652,835,3/18/2016,8:08:00 AM,10:10,3,SEP,"SEP, TCA","SEP, TCA",5,130,Out,REC,,,No,A,U,N,Yes,1%,3.8,4.33,73.1,63,,,No,,9:24,9:54,,PIT/VIE,No,5D09481,No,,No,,,101:0973-0976,5D09481_3-18-16,9:28,9:34,9:54,10:02,Missing tail,"Unable to photomatch. VIE read a XXBX, but it could be a batch mark. Most likely a batch mark.",Yes,,117
1653,,3/25/2016,8:44:00 AM,9:45,3,VHP,VHP,TCA,4,28,Out,CAP,Y,6,No,M,U,N,No,,1.2,1.31,68.4,41.5,,,Yes,Tail F15-0172,9:25,9:35,,VIE,No,,No,XXOO,No,,,101:0977-0983,XXOO_3-25-16 #1,,,,,,Metamorph,Yes,,118
1654,,3/25/2016,8:44:00 AM,9:45,3,TCA,TCA,TCA,4,28,Out,CAP,Y,6,No,M,U,N,No,,1.8,1.58,72.3,37.8,,,Yes,Tail F15-0173,9:25,9:35,,VIE,No,,No,XXOO,No,,,101:0984-0989,XXOO_3-25-16 #2,,,,,,Metamorph,Yes,,118
1655,861,3/25/2016,,12:42,N/A,KJ,TCA,N/A,4,4.1-1,N/A,CAP,Y,6,No,M,U,N/A,Yes,0.50%,1.4,1.38,68.6,36.7,,,Yes,Tail F15-0174,11:45,12:19,,PIT/VIE,No,5D0945B,No,XYXY,No,,,101:0992-0997,5D0945B_3-25-16_4.1-1,12:02,12:05,12:19,12:40,,First cattle tank metamorph! Next time try 3:00 min in MS222 and wait 3-5 min before marking. Metamorph #1 from 4.1.,Yes,,N/A
1656,862,3/28/2016,,12:30,N/A,KCJ,"KCJ,SEP,TCA",N/A,4,4.2-1,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.72,1.8,76.2,42.9,,,Yes,F15-0168 -TAIL,11:58,12:19,,PIT/VIE,No,5D0944D,No,XYXY,No,,5D0944D_3-28-16_4.2-1,102-0024:0027,,11:58,12:00,12:00,12:26,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1657,863,3/28/2016,,12:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.2-2,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.6,1.62,69.5,40.3,,,Yes,F15-0169 -TAIL,12:01,12:19,,PIT/VIE,No,5D09469,No,XYXY,No,,5D09469_3-28-16_4.2-2,102-0028:0031,,12:01,12:04,12:04,12:26,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1658,864,3/28/2016,,12:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.1-6,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.5,1.66,78,44.6,,,Yes,F15-0167 -TAIL,11:22,11:33,,PIT/VIE,No,5D09446,No,XYXY,No,,5D09446_3-28-16_4.1-6,102-0019:0023,,11:22,11:25,11:25,11:39,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1659,865,3/28/2016,,12:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.1-2,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.4,1.57,69.9,38,,,Yes,F15-0163 -TAIL,10:47,11:08,,PIT/VIE,No,5D0947C,No,XYXY,No,,5D0947C_3-28-16_4.1-2,102-0002:0006,,10:48,10:51,10:51,11:14,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1660,866,3/28/2016,,12:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.1-3,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.4,1.49,69.9,39.4,,,Yes,F15-0164 - TAIL,11:01,11:15,,PIT/VIE,No,5D09450,No,XYXY,No,,5D09450_3-28-16_4.1-3,102-0007:0010,,11:01,11:04,11:04,11:21,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1661,867,3/28/2016,,12:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.1-4,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.5,1.37,69.6,39.2,,,Yes,F15-0165 -TAIL,11:03,11:18,,PIT/VIE,No,5D09457,No,XYXY,No,,5D09457_3-28-16_4.1-4,102-0011:0014,,11:04,11:07,11:10,11:24,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1662,868,3/28/2016,,12:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.1-5,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.5,1.66,69.3,38.7,,,Yes,F15-0166 -TAIL,11:16,11:27,,PIT/VIE,No,5D0945C,No,XYXY,No,,5D0945C_3-28-16_4.1-5,102-0015:0018,,11:16,11:19,11:22,11:33,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1663,869,3/31/2016,,19:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.3-3,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2.2,2.25,77.8,42.9,,,Yes,F15-0184 -TAIL,18:41,18:53,,PIT/VIE,No,5D0948E,No,XYXY,No,,5D0948E_3-31-16_4.3-3,102-0054:0055,,18:42,18:45,18:46,19:03,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1664,870,3/31/2016,,19:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.3-4,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2.1,2.25,81.9,43.9,,,Yes,F15-0185 -TAIL,18:54,19:10,,PIT/VIE,No,5D09453,No,XYXY,No,,5D09453_3-31-16_4.3-4,102-0058:0059,,18:54,18:57,18:57,19:20,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1665,871,3/31/2016,,19:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.1-7,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.6,1.7,73.1,40.2,,,Yes,F15-0186 -TAIL,17:41,17:55,,PIT/VIE,No,5D0946D,No,XYXY,No,,5D0946D_3-31-16_4.1-7,102-0036:0037,,17:42,17:44,17:45,18:05,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1666,872,3/31/2016,,19:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.1-8,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.6,1.5,79.6,37.8,,,Yes,F15-0187 -TAIL,17:46,17:59,,PIT/VIE,No,5D0947E,No,XYXY,No,,5D0947E_3-31-16_4.1-8,102-0038:0039,,17:46,17:49,17:49,18:09,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1667,873,3/31/2016,,19:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.1-9,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.9,1.89,75.7,40.9,,,Yes,F15-0188 -TAIL,18:00,18:10,,PIT/VIE,No,5D09463,No,XYXY,No,,5D09463_3-31-16_4.1-9,102-0040:0041,,18:00,18:03,18:03,18:20,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1668,874,3/31/2016,,19:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.2-3,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2.1,1.91,74.6,41.1,,,Yes,F15-0189 -TAIL,18:12,18:16,,PIT/VIE,No,5D0948D,No,XYXY,No,,5D0948D_3-31-16_4.2-3,102-0044:0045,,18:04,18:07,18:07,18:26,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1669,875,3/31/2016,,19:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.2-6,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.9,2.16,76,41.6,,,Yes,F15-0190 -TAIL,18:52,18:58,,PIT/VIE,No,5D09449,No,XYXY,No,,5D09449_3-31-16_4.2-6,102-0056:0057,,18:52,18:55,18:55,19:08,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1670,876,3/31/2016,,19:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.3-2,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2.2,2.2,75.9,41.5,,,Yes,F15-0191 -TAIL,18:39,18:50,,PIT/VIE,No,5D09497,No,XYXY,No,,5D09497_3-31-16_4.3-2,102-0052:0053,,18:39,18:42,18:50,19:00,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1671,877,3/31/2016,,19:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.2-4,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2.2,1.77,69.9,38.9,,,Yes,F15-0192 - TAIL,18:18,18:24,,PIT/VIE,No,5D09490,No,XYXY,No,,5D09490_3-31-16_4.2-4,102-0046:0047,,18:18,18:20,18:20,18:34,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1672,878,3/31/2016,,19:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.2-5,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2.4,2.06,77.6,42.6,,,Yes,F15-0193 -TAIL,18:21,18:30,,PIT/VIE,No,5D09466,No,XYXY,No,,5D09466_3-31-16_4.2-5,102-0050:0051,,18:21,18:24,18:24,18:40,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1673,879,3/31/2016,,19:30,N/A,TCA,"TCA, KCJ, SEP",N/A,5,5.1-1,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.9,1.45,74.2,41.5,,,Yes,F15-0194 TAIL,18:06,18:18,,PIT/VIE,No,5D09455,No,XPXP,No,,5D09455_3-31-16_5.1-1,102-0042:0043,,18:06,18:09,18:09,18:28,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1674,880,3/31/2016,,19:30,N/A,TCA,"TCA, KCJ, SEP",N/A,5,5.1-2,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.6,1.65,76.1,39.2,,,Yes,F15-0195 TAIL,18:23,18:36,,PIT/VIE,No,5D0944F,No,XPXP,No,,5D0944F_3-31-16_5.1-2,102-0048:0049,,18:23,18:25,18:26,18:46,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1675,881,3/28/2016,,1:30,N/A,KCJ,"KCJ, SEP, TCA",N/A,4,4.3-1,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2.1,2.24,80.8,43.6,,,Yes,F15-0170 TAIL,12:27,12:40,,PIT/VIE,No,5D044A6,No,XYXY,No,,5D044A6_3-28-16_4.3-1,102-0032:0035,,12:27,12:29,12:29,12:46,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1676,,3/28/2016,,,3,,"TCA, SEP","TCA, SEP",4,30,Out,CAP,Y,6,No,M,U,N,No,,,,58.1,38.9,,,Yes,F15-0162 -TAIL,,,,,No,,No,,No,,,,,,,,,,"DOA swollen chest, bite mark on dorsal side",Yes,,119
1677,,4/2/2016,8:43:00 AM,10:42,2,VHP,VHP,VHP,5,120,Out,CAP,Y,6,No,M,U,N,No,,1.5,1.44,70.6,41.7,,,Yes,F15-0178 -TAIL,9:40,10:13,,VIE,No,,No,XXGG,No,,XXGG_4-2-16 #1,102-0064:0066,,,,,,,"Missing front left leg, had to make VIE",Yes,,121
1678,,4/2/2016,8:58:00 AM,10:42,2,VHP,VHP,VHP,5,130,Out,CAP,Y,6,No,M,U,N,No,,2,1.89,77.7,48.2,,,Yes,F15-0179 -TAIL,10:14,10:21,,VIE,No,,No,XXGG,No,,XXGG_4-2-16 #2,102-0067:0068,,,,,,,,Yes,,121
1679,,4/1/2016,8:12:00 AM,10:43,3,SEP,SEP,SEP,5,126,Out,CAP,Y,6,No,M,U,N,No,,1.9,1.8,74.5,44.3,,,Yes,F15-0175,10:00,10:38,,VIE,No,,No,XXGG,No,,,,,,,,,,"Took toe clip, no camera",Yes,,120
1680,,4/1/2016,9:27:00 AM,11:09,3,SEP,SEP,SEP,4,16,Out,CAP,Y,6,No,M,U,N,No,,2.1,1.8,61,41.5,,,Yes,F15-0176,10:50,11:03,,VIE,No,,No,XXOO,No,,,,,,,,,,"Tail injury, took toe clip, no camera",Yes,,120
1681,873,4/2/2016,12:37:00 AM,8:06,1,SEP,SEP,SEP,4,60,Out,REC,N,6,No,M,U,N,No,,1.7,1.84,75.9,44.8,,,No,,1:00,1:10,,PIT/VIE,No,5D09463,No,XYXY,No,,5D09463_4-2-16_4.1-9,102-0060:0061,,,,,,,"First cattle tank metamorph recap, severe lightening, held off on release until morning check",Yes,,121
1682,,4/2/2016,12:37:00 AM,8:06,1,SEP,SEP,SEP,4,60,Out,CAP,Y,6,No,M,U,N,No,,2.1,1.8,71.5,43.5,,,Yes,F15-0177,1:11,1:30,,VIE,No,,No,XXOO,No,,XXOO_4-2-16 #1,102-0062:0063,,,,,,,"Severe lightening, held off on release until morning check, took toe clip",Yes,,121
1683,,4/2/2016,9:21:00 AM,10:42,2,VHP,VHP,VHP,5,148,Out,CAP,Y,6,No,M,U,N,No,,1.8,1.72,73.2,43.4,,,Yes,TAIL F15-0180,10:22,10:29,,VIE,No,,No,XXGG,No,,,102-0069:0071,XXGG_4-2-16 #3,,,,,,,Yes,,121
1684,783,4/2/2016,8:58:00 AM,10:42,2,VHP,VHP,VHP,5,130,Out,REC,N,6,No,A,U,N,No,,5,4.85,100.3,52.1,,,No,,10:29,10:39,,PIT/VIE,No,BAF1971,No,XXOX,No,,,102-0072:0075,BAF1971_4-2-16,,,,,,,Yes,,121
1685,,4/2/2016,11:01:00 AM,14:15,2,VHP,VHP,VHP,4,26,Out,CAP,Y,6,No,M,U,N,No,,1.5,1.68,72.8,40.4,,,Yes,TAIL F15-0181,12:50,13:17,,VIE,No,,No,XXOO,No,,,102-0076:0077,XXOO_4-2-16 #2,,,,,,Had to make VIE,Yes,,121
1686,,4/2/2016,11:09:00 AM,14:15,2,VHP,VHP,VHP,4,28,Out,CAP,Y,6,No,M,U,N,No,,1.2,1.23,63.7,34.4,,,Yes,TAIL F15-0182,13:19,13:44,,VIE,No,,No,XXOO,No,,,102-0077:0078,XXOO_4-2-16 #3,,,,,,,Yes,,121
1687,,4/2/2016,11:09:00 AM,14:15,2,VHP,KCJ,VHP,4,30,Out,CAP,Y,6,No,M,U,N,No,,1.2,1.05,59.7,35.9,,,Yes,TAIL F15-0183,13:45,13:55,,VIE,No,,No,XXOO,No,,,102-0080:0081,XXOO_4-2-16 #4,,,,,,,Yes,,121
1688,877,4/2/2016,12:12:00 PM,14:15,2,VHP,KCJ,VHP,4,58,Out,REC,N,6,No,M,U,N,No,,1.7,1.6,63.7,37.8,,,No,,13:55,14:04,,PIT/VIE,No,5D09490,No,XYXY,No,,,102-0082:0083,5D09490_4-2-16,,,,,,,Yes,,121
1689,863,4/2/2016,12:16:00 PM,14:15,2,VHP,KCJ,VHP,4,60,Out,REC,N,6,No,M,U,N,No,,1.4,1.39,63.2,37.5,,,No,,14:05,14:08,,PIT/VIE,No,5D09469,No,XYXY,No,,,102-0084:0085,5D09469_4-2-16,,,,,,,Yes,,121
1690,892,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,4,4.1-10,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.9,1.88,72.6,43.1,,,Yes,TAIL F15-0196,11:44,12:28,,PIT/VIE,No,5D09478,No,XYXY,No,,,102-0086:0087,5D09478_4-6-16_4.1-10,12:17,12:20,12:20,12:38,Sloughing of loose skin (others have experienced this too),Had to make more MS222. Took other measurements first. Used 0.5% MS222. Every metamorph was put in anesthesia for approx. 2 min and 45 secs.,Yes,,N/A
1691,893,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,4,4.2-7,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.6,1.79,73.9,43.1,,,Yes,TAIL F15-0197,11:44,12:32,,PIT/VIE,No,5D09475,No,XYXY,No,,,102-0088:0089,5D09475_4-6-16_4.2-7,12:21,12:24,12:24,12:42,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1692,894,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,4,4.2-8,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2.2,2.28,76.1,40.6,,,Yes,TAIL F15-0198,12:01,12:37,,PIT/VIE,No,5D0945F,No,XYXY,No,,,102-0090:0091,5D0945F_4-6-16_4.2-8,12:28,12:31,12:31,12:47,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1693,895,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,4,4.2-9,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.6,1.8,60.2,39.5,,,Yes,TAIL F15-0199,12:04,12:42,,PIT/VIE,No,5D0944A,No,XYXY,No,,,102-0092:0093,5D0944A_4-6-16_4.2-9,12:32,12:35,12:35,12:52,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1694,896,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,4,4.2-10,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2.1,2.1,72.5,42.6,,,Yes,TAIL F15-0200,12:31,12:54,,PIT/VIE,No,5D09447,No,XYXY,No,,,102-0094:0095,5D09447_4-6-16_4.2-10,12:45,12:48,12:48,13:04,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1695,897,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,4,4.2-11,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.8,1.99,71,41.1,,,Yes,TAIL F15-0201,12:40,12:59,,PIT/VIE,No,5D09496,No,XYXY,No,,,102-0096:0097,5D09496_4-6-16_4.2-11,12:49,12:52,12:52,13:09,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1696,898,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,4,4.3-5,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2,2.09,72.6,41.3,,,Yes,TAIL F15-0202,12:52,13:10,,PIT/VIE,No,5D09498,No,XYXY,No,,,102-0098:0099,5D09498_4-6-16_4.3-5,12:59,13:02,13:02,13:20,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1697,899,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,5,5.3-1,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2,2.04,73,39.9,,,Yes,TAIL F15-0203,13:04,13:21,,PIT/VIE,No,5D0949D,No,PYPY,No,,,102-0100:0102,5D0949D_4-6-16_5.3-1,13:11,13:14,13:14,13:31,,Given pond 4 batch match of XYXY intially by mistake. Changed to PYPY. Only pond 5 cattle tank animal with batch mark of PYPY. Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1698,900,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,5,5.1-3,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.6,1.76,69.7,38.2,,,Yes,TAIL F15-0204,13:11,13:11,,PIT/VIE,No,5D0944B,No,XPXP,No,,,102-0103:0104,5D0944B_4-6-16_5.1-3,13:22,13:25,13:25,13:43,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1699,901,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,5,5.3-2,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2.2,2.21,78.2,41.5,,,Yes,TAIL F15-0205,13:25,13:48,,PIT/VIE,No,5D09489,No,XPXP,No,,,102-0105:0106,5D09489_4-6-16_5.3-2,13:38,13:41,13:41,13:58,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1700,902,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,5,5.3-3,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,1.4,1.66,65.2,35.5,,,Yes,TAIL F15-0206,13:31,13:52,,PIT/VIE,No,5D09468,No,XPXP,No,,,102-0107:0108,5D09468_4-6-16_5.3-3,13:42,13:45,13:45,14:02,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1701,903,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,5,5.3-4,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2.1,1.99,73.1,42.2,,,Yes,TAIL F15-0207,13:45,14:03,,PIT/VIE,No,5D0948B,No,XPXP,No,,,102-0109:0110,5D0948B_4-6-16_5.3-4,13:52,13:55,13:55,14:13,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1702,904,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,5,5.3-5,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2,1.93,74.5,42.6,,,Yes,TAIL F15-0208,13:52,14:07,,PIT/VIE,No,5D0946E,No,XPXP,No,,,102-0111:0112,5D0946E_4-6-16_5.3-5,13:55,13:58,13:58,14:17,,Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1703,905,4/6/2016,,14:30,N/A,KCJ,"KCJ, SEP, VHP",N/A,5,5.3-6,N/A,CAP,Y,6,No,M,U,N,Yes,0.50%,2.2,2.28,64.2,45.9,,,Yes,TAIL F15-0209,13:56,14:10,,PIT/VIE,No,5D09476,No,XPXP,No,,,102-0113:0114,5D09476_4-6-16_5.3-6,14:00,14:03,14:03,14:20,Tail end was broken off in bag before processed.,Broken tail end was used for tail clip. Placed in anesthesia for 2 minutes and 45 seconds.,Yes,,N/A
1704,,4/7/2016,9:07:00 AM,10:55,3,SEP,SEP,SEP,4,20,Out,CAP,Y,6,No,M,U,N,No,,1.2,1.34,60.8,37,,,Yes,TAIL F15-0210,10:41,10:54,,VIE,No,,No,XXOO,No,,,102-0115:0116,XXOO_4-7-16,,,,,Missing front left foot. Tail slightly damaged.,,Yes,,122
1705,907,4/13/2016,,11:35,N/A,KCJ,"SEP, EJL",N/A,4,4.3-8,N/A,CAP,Y,6,No,M,U,N/A,Yes,0.50%,1.9,1.99,70.1,41.1,,,Yes,F15-0217 TAIL,10:58,11:16,,PIT/VIE,No,5D094A4,No,XYXY,No,,,KJ IMG-3681,5D094A4_4-13-16_4.3-8,11:06,11:09,11:09,11:13,,3 minutes in anesthesia (rain was diluting MS222),Yes,,N/A
1706,,4/13/2016,11:28:00 PM,0:55,2,VHP,VHP,VHP,4,32,Out,CAP,Y,6,No,M,U,N/A,No,,1.6,1.62,53.2,38.3,,,No,,0:10,0:24,,VIE,No,,No,XXOO,No,,,102-0118:0119,XXOO_4-13-16 #1,,,,,Missing end of tail,No tail clip due to recent tail damage,Yes,,124
